0,0,1537494059.21,926,447
0,0,1537494059.23,857,435
0,0,1537494059.25,857,435
0,0,1537494059.26,858,414
0,0,1537494059.28,826,392
0,0,1537494059.3,821,347
0,0,1537494059.34,893,353
0,0,1537494059.34,818,205
0,0,1537494059.35,813,190
0,0,1537494059.36,822,275
0,0,1537494059.38,896,332
0,0,1537494059.39,902,391
0,0,1537494059.41,877,395
0,0,1537494059.43,789,481
0,0,1537494059.47,789,481
0,0,1537494059.48,612,716
0,0,1537494059.48,584,730
0,0,1537494059.49,584,730
0,0,1537494059.51,572,720
0,0,1537494059.53,602,716
0,0,1537494059.54,602,716
0,0,1537494059.56,540,712
0,0,1537494059.62,572,715
0,0,1537494059.62,572,715
0,0,1537494059.63,598,672
0,0,1537494059.63,663,653
0,0,1537494059.64,663,653
0,0,1537494059.66,558,689
0,0,1537494059.68,558,673
0,0,1537494059.69,558,673
0,0,1537494059.71,583,689
0,0,1537494059.76,596,692
0,0,1537494059.76,596,692
0,0,1537494059.76,557,613
0,0,1537494059.77,575,687
0,0,1537494059.79,579,697
0,0,1537494059.81,556,628
0,0,1537494059.82,602,743
0,0,1537494059.84,607,757
0,0,1537494059.9,576,681
0,0,1537494059.91,583,676
0,0,1537494059.91,582,671
0,0,1537494059.91,575,712
0,0,1537494059.92,555,671
0,0,1537494059.94,550,661
0,0,1537494059.95,576,638
0,0,1537494059.97,577,652
0,0,1537494059.99,582,667
0,0,1537494060.04,610,739
0,0,1537494060.05,625,648
0,0,1537494060.05,629,664
0,0,1537494060.05,604,722
0,0,1537494060.07,612,721
0,0,1537494060.08,615,725
0,0,1537494061.09,521,780
0,0,1537494061.09,468,869
0,0,1537494061.09,458,852
0,0,1537494061.09,545,807
0,0,1537494061.1,470,849
0,0,1537494061.1,475,858
0,0,1537494061.15,466,890
0,0,1537494061.15,479,829
0,0,1537494061.15,483,838
0,0,1537494061.15,528,833
0,0,1537494061.15,482,832
0,0,1537494061.15,477,823
0,0,1537494061.15,472,831
0,0,1537494061.15,464,808
0,0,1537494061.15,459,799
0,0,1537494061.15,511,787
0,0,1537494061.15,492,765
0,0,1537494061.15,492,765
0,0,1537494061.15,486,830
0,0,1537494061.15,520,819
0,0,1537494061.15,518,808
0,0,1537494061.15,450,765
0,0,1537494061.15,508,785
0,0,1537494061.15,500,775
0,0,1537494061.15,467,730
0,0,1537494061.16,487,766
0,0,1537494061.16,491,773
0,0,1537494061.16,496,756
0,0,1537494061.16,548,827
0,0,1537494061.16,544,818
0,0,1537494061.16,507,714
0,0,1537494061.16,522,820
0,0,1537494061.16,524,825
0,0,1537494061.16,510,871
0,0,1537494061.16,505,719
0,0,1537494061.16,504,713
0,0,1537494061.16,491,811
0,0,1537494061.16,507,778
0,0,1537494061.16,500,762
0,0,1537494061.16,490,671
0,0,1537494061.16,538,598
0,0,1537494061.16,539,610
0,0,1537494061.16,545,709
0,0,1537494061.16,583,716
0,0,1537494061.16,594,738
0,0,1537494061.16,587,714
0,0,1537494061.16,532,682
0,0,1537494061.16,525,672
0,0,1537494061.16,535,956
0,0,1537494061.43,524,726
0,0,1537494061.45,505,825
0,0,1537494061.46,494,803
0,0,1537494061.48,468,703
0,0,1537494061.5,484,733
0,0,1537494061.51,482,727
0,0,1537494061.56,488,620
0,0,1537494061.57,490,728
0,0,1537494061.57,496,740
0,0,1537494061.58,519,721
0,0,1537494061.6,500,790
0,0,1537494061.61,490,769
0,0,1537494061.63,508,884
0,0,1537494061.64,485,823
0,0,1537494061.7,485,823
0,0,1537494061.7,501,905
0,0,1537494061.7,539,841
0,0,1537494061.71,544,846
0,0,1537494061.73,568,897
0,0,1537494061.74,487,868
0,0,1537494061.76,483,868
0,0,1537494061.78,490,880
0,0,1537494061.79,557,910
0,0,1537494061.85,568,927
0,0,1537494061.85,473,935
0,0,1537494061.85,501,854
0,0,1537494061.86,485,825
0,0,1537494061.87,461,828
0,0,1537494061.89,514,820
0,0,1537494061.91,510,811
0,0,1537494061.92,470,839
0,0,1537494061.94,433,761
0,0,1537494061.99,435,767
0,0,1537494062.0,445,832
0,0,1537494062.0,508,840
0,0,1537494062.01,513,850
0,0,1537494062.02,513,829
0,0,1537494062.04,480,903
0,0,1537494062.06,483,906
0,0,1537494062.07,499,896
0,0,1537494062.09,542,849
0,0,1537494062.12,542,853
0,0,1537494062.13,532,902
0,0,1537494062.14,482,915
0,0,1537494062.15,483,916
0,0,1537494062.17,523,864
0,0,1537494062.19,499,848
0,0,1537494062.2,494,839
0,0,1537494062.27,479,884
0,0,1537494062.27,489,893
0,0,1537494062.27,495,906
0,0,1537494062.27,507,891
0,0,1537494062.29,526,948
0,0,1537494062.3,533,955
0,0,1537494062.32,558,964
0,0,1537494062.34,521,868
0,0,1537494062.35,507,845
0,0,1537494062.41,455,803
0,0,1537494062.41,532,806
0,0,1537494062.41,538,822
0,0,1537494062.42,542,860
0,0,1537494062.44,474,917
0,0,1537494062.45,477,916
0,0,1537494062.47,480,915
0,0,1537494062.48,503,901
0,0,1537494062.5,490,883
0,0,1537494062.55,519,827
0,0,1537494062.55,533,885
0,0,1537494062.55,541,899
0,0,1537494062.57,505,903
0,0,1537494062.58,505,887
0,0,1537494062.6,506,892
0,0,1537494062.61,474,900
0,0,1537494062.63,535,918
0,0,1537494062.69,537,917
0,0,1537494062.69,482,910
0,0,1537494062.69,489,881
0,0,1537494062.7,474,853
0,0,1537494062.71,464,851
0,0,1537494062.73,471,869
0,0,1537494062.74,474,879
0,0,1537494062.76,529,845
0,0,1537494062.78,501,909
0,0,1537494062.83,511,923
0,0,1537494062.83,535,893
0,0,1537494062.84,565,880
0,0,1537494062.85,561,871
0,0,1537494062.86,452,841
0,0,1537494062.88,526,865
0,0,1537494062.89,526,865
0,0,1537494062.91,473,884
0,0,1537494062.93,457,915
0,0,1537494062.98,455,910
0,0,1537494063.3,405,1049
