1,0,1537541657.19,794,346
1,0,1537541657.21,792,333
1,0,1537541657.22,763,391
1,0,1537541657.24,805,352
1,0,1537541657.26,805,352
1,0,1537541657.27,730,391
1,0,1537541657.33,811,366
1,0,1537541657.34,812,373
1,0,1537541657.34,802,423
1,0,1537541657.34,848,384
1,0,1537541657.35,848,383
1,0,1537541657.37,787,438
1,0,1537541657.39,780,429
1,0,1537541657.4,780,429
1,0,1537541657.42,804,332
1,0,1537541657.46,793,331
1,0,1537541657.46,793,331
1,0,1537541657.47,846,433
1,0,1537541657.49,834,413
1,0,1537541657.5,835,421
1,0,1537541657.52,864,390
1,0,1537541657.54,829,414
1,0,1537541657.55,832,429
1,0,1537541657.6,854,405
1,0,1537541657.6,861,412
1,0,1537541657.6,861,412
1,0,1537541657.62,798,427
1,0,1537541657.63,798,428
1,0,1537541657.65,796,413
1,0,1537541657.67,773,390
1,0,1537541657.69,812,356
1,0,1537541657.74,807,323
1,0,1537541657.75,807,309
1,0,1537541657.75,743,273
1,0,1537541657.75,741,264
1,0,1537541657.77,804,339
1,0,1537541657.78,761,295
1,0,1537541657.8,766,321
1,0,1537541657.82,739,324
1,0,1537541657.83,739,406
1,0,1537541657.9,742,421
1,0,1537541657.9,818,431
1,0,1537541657.9,933,317
1,0,1537541657.9,933,317
1,0,1537541657.91,894,327
1,0,1537541657.93,904,302
1,0,1537541657.95,903,286
1,0,1537541657.96,895,312
1,0,1537541657.98,946,279
1,0,1537541658.03,946,271
1,0,1537541658.03,880,245
1,0,1537541658.03,866,264
1,0,1537541658.05,865,249
1,0,1537541658.06,904,140
1,0,1537541658.08,916,109
1,0,1537541658.1,916,118
1,0,1537541658.11,927,143
1,0,1537541658.16,968,174
1,0,1537541658.16,969,207
1,0,1537541658.16,959,210
1,0,1537541658.17,951,249
1,0,1537541658.19,952,265
1,0,1537541658.21,915,290
1,0,1537541658.22,887,328
1,0,1537541658.24,886,320
1,0,1537541658.31,892,264
1,0,1537541658.31,881,268
1,0,1537541658.31,881,266
1,0,1537541658.31,925,228
1,0,1537541658.32,923,189
1,0,1537541658.34,921,157
1,0,1537541658.36,938,191
1,0,1537541658.37,906,141
1,0,1537541658.39,904,125
1,0,1537541658.44,908,111
1,0,1537541658.44,943,156
1,0,1537541658.44,943,164
1,0,1537541658.46,935,167
1,0,1537541658.47,935,185
1,0,1537541658.49,936,202
1,0,1537541658.51,948,181
1,0,1537541658.52,961,201
1,0,1537541658.57,961,201
1,0,1537541658.57,904,151
1,0,1537541658.57,924,166
1,0,1537541658.59,924,166
1,0,1537541658.61,927,158
1,0,1537541658.62,937,174
1,0,1537541658.64,937,174
1,0,1537541658.65,948,203
1,0,1537541658.71,926,174
1,0,1537541658.72,926,174
1,0,1537541658.72,966,141
1,0,1537541658.72,936,194
1,0,1537541658.74,936,194
1,0,1537541658.75,923,174
1,0,1537541658.77,942,164
1,0,1537541658.78,943,181
1,0,1537541658.8,977,246
1,0,1537541658.86,963,306
1,0,1537541658.86,964,322
1,0,1537541658.86,960,273
1,0,1537541658.87,923,299
1,0,1537541658.88,922,283
1,0,1537541658.9,930,304
1,0,1537541658.91,855,384
1,0,1537541658.93,854,377
1,0,1537541658.95,819,482
1,0,1537541658.99,823,475
1,0,1537541658.99,823,474
1,0,1537541659.0,795,454
1,0,1537541659.02,862,471
1,0,1537541659.03,861,465
1,0,1537541659.05,821,519
1,0,1537541659.07,905,538
1,0,1537541659.08,905,538
1,0,1537541659.13,847,519
1,0,1537541659.13,902,465
1,0,1537541659.13,902,458
1,0,1537541659.14,875,489
1,0,1537541659.16,784,381
1,0,1537541659.18,783,374
1,0,1537541659.19,871,369
1,0,1537541659.21,844,527
1,0,1537541659.23,847,546
1,0,1537541659.28,821,722
1,0,1537541659.28,819,751
1,0,1537541659.28,818,745
1,0,1537541659.29,814,764
1,0,1537541659.31,804,809
1,0,1537541659.33,804,809
1,0,1537541659.34,793,815
1,0,1537541659.36,796,834
