0, 6712, 0.0745777777778, 0.992252681764, 0.99463647199, 10.9655172414, 12.0757575758, 0.00862068965517, 3.493406848149375, 44, 164, 23.31723474826334, 63.776604201214155, 0.0282705712742
0, 12332, 0.137022222222, 0.996756406098, 0.997729484269, 10.8231046931, 22.147601476, 0.00884955752212, 3.4140681696265913, 81, 226, 16.230769230769226, 28.952928525654656, 0.0581465034156
0, 5744, 0.0638222222222, 0.973537604457, 0.995821727019, 7.3296398892, 9.67857142857, 0.00934579439252, 3.4110377740826645, 41, 165, 18.23411371237458, 30.05909236307251, 0.0222158603624
0, 4562, 0.0506888888889, 0.948706707584, 0.991231915826, 6.23529411765, 7.96603773585, 0.00990099009901, 3.2222331478393813, 33, 134, 18.548494983277585, 29.955898614818466, 0.0188364468453
1, 7550, 0.0838888888889, 0.985430463576, 0.996291390728, 7.93333333333, 12.8964285714, 0.010101010101, 3.315714682534482, 50, 168, 18.272457423100953, 29.880358333687308, 0.0312314611925
0, 4248, 0.0472, 0.96516007533, 0.993879472693, 9.04761904762, 7.02867383513, 0.0103092783505, 3.207204717226181, 30, 107, 19.943143812709028, 35.45353483596742, 0.0171307261964
1, 4376, 0.0486222222222, 0.957038391225, 0.993601462523, 7.30827067669, 7.30685920578, 0.00900900900901, 3.2620953624570337, 23, 68, 19.220735785953195, 41.470998657593775, 0.0162251666497
1, 6654, 0.0739333333333, 0.985272016832, 0.996092575894, 7.82, 11.4223826715, 0.00900900900901, 3.259703153080671, 42, 223, 16.471571906354527, 24.281798383886606, 0.0251662503171
0, 4434, 0.0492666666667, 0.953089760938, 0.995940460081, 8.68584070796, 7.32384341637, 0.0103092783505, 3.376095942812972, 24, 42, 22.46787250876998, 57.79349423379391, 0.016330843175
1, 6322, 0.0702444444444, 0.980385953812, 0.99652008858, 8.05737704918, 10.7142857143, 0.00934579439252, 3.354495633672031, 33, 206, 17.869565217391315, 44.167767144245765, 0.0234269217996
1, 5790, 0.0643333333333, 0.956131260794, 0.994473229706, 7.19230769231, 10.1449814126, 0.00862068965517, 3.137541292556885, 39, 172, 24.975359370567915, 88.65694754814002, 0.0222283141741
1, 7614, 0.0846, 0.991331757289, 0.993433149462, 7.50310559006, 15.0082644628, 0.01, 3.058192511355909, 58, 220, 25.239504042048644, 47.662553480563986, 0.0372767487651
1, 12776, 0.141955555556, 0.99655604258, 0.999060738885, 12.2362204724, 21.6388888889, 0.00763358778626, 3.5509894349063535, 76, 264, 13.986622073578602, 21.037354639525745, 0.0476757514897
0, 6844, 0.0760444444444, 0.985680888369, 0.994593804793, 14.518018018, 13.5280665281, 0.0078125, 3.6437661760806717, 70, 113, 20.305676213749507, 41.15725997661381, 0.0522841010377
1, 840, 0.00933333333333, 0.869047619048, 0.765476190476, 5.97222222222, 2.57894736842, 0.016393442623, 1.7372374966650006, 8, 80, 35.086154138349706, 56.80112410700597, 0.0196952805648
1, 962, 0.0106888888889, 0.889812889813, 0.829521829522, 7.12820512821, 3.19230769231, 0.0149253731343, 2.1134462161644225, 13, 56, 30.677390849762766, 45.63516723175808, 0.0219866826986
0, 758, 0.00842222222222, 0.944591029024, 0.77308707124, 9.04347826087, 2.34426229508, 0.0169491525424, 2.0170798374284176, 6, 83, 33.15189870539714, 44.84097673800665, 0.0134509500372
1, 934, 0.0103777777778, 0.841541755889, 0.816916488223, 5.0625, 2.75595238095, 0.0175438596491, 1.8842994805779985, 9, 88, 30.615857594701403, 47.711947129143546, 0.015540761529
1, 822, 0.00913333333333, 0.9099756691, 0.768856447689, 6.78787878788, 2.69918699187, 0.0188679245283, 1.9462021899174204, 7, 67, 29.967626617900557, 45.972178087343536, 0.0125578236523
1, 932, 0.0103555555556, 0.903433476395, 0.822961373391, 6.15909090909, 2.71511627907, 0.015625, 2.0935187020737396, 10, 84, 36.848197631026764, 76.46161666084218, 0.0140658735871
0, 922, 0.0102444444444, 0.945770065076, 0.817787418655, 8.17142857143, 2.76829268293, 0.0142857142857, 2.049986231411366, 10, 37, 32.24927921336916, 63.69951516138934, 0.0119261418017
1, 1012, 0.0112444444444, 0.916996047431, 0.836956521739, 7.3023255814, 2.89417989418, 0.013698630137, 2.060392074554528, 8, 59, 30.653867464192846, 45.71709703379456, 0.0164499643005
1, 974, 0.0108222222222, 0.913757700205, 0.822381930185, 7.76315789474, 2.84659090909, 0.0208333333333, 2.371092364984431, 9, 58, 30.819858659926297, 43.06159773087616, 0.0142810356976
1, 926, 0.0102888888889, 0.946004319654, 0.827213822894, 6.12765957447, 3.69841269841, 0.0144927536232, 2.0777287644037665, 11, 56, 38.81214930024221, 75.36155587454569, 0.0176199685854
0, 736, 0.00817777777778, 0.942934782609, 0.743206521739, 8.20833333333, 2.52040816327, 0.0172413793103, 1.89315428325739, 6, 53, 34.03044004575795, 63.882516328077955, 0.0144978675094
1, 890, 0.00988888888889, 0.867415730337, 0.814606741573, 6.94117647059, 2.68987341772, 0.015873015873, 1.8919452842837599, 7, 80, 25.058137801286907, 31.318178204876908, 0.0112805396519
0, 836, 0.00928888888889, 0.968899521531, 0.793062200957, 8.22580645161, 2.81395348837, 0.0135135135135, 2.2248344955328427, 8, 21, 35.06907124803665, 75.90544966991108, 0.0127289971547
1, 1150, 0.0127777777778, 0.88347826087, 0.84347826087, 6.50909090909, 3.16037735849, 0.0126582278481, 2.1167074518243885, 12, 114, 24.43946969019857, 33.145195328231765, 0.0225929569152
0, 988, 0.0109777777778, 0.874493927126, 0.844129554656, 5.875, 3.19760479042, 0.0151515151515, 1.97553079537331, 12, 59, 34.34682930083653, 49.08588213279147, 0.0153710041223
1, 950, 0.0105555555556, 0.934736842105, 0.813684210526, 10.1379310345, 2.99367088608, 0.0153846153846, 1.9417630636776977, 8, 18, 30.41119973437524, 40.5798789812691, 0.0131721121688
0, 860, 0.00955555555556, 0.955813953488, 0.779069767442, 6.36585365854, 2.53424657534, 0.0175438596491, 2.0158445949922195, 6, 45, 28.732631539398472, 37.70489124811225, 0.0143454371715
0, 788, 0.00875555555556, 0.893401015228, 0.75, 6.12121212121, 2.50862068966, 0.0172413793103, 1.76667860217397, 7, 50, 31.678986387071948, 53.98098424273913, 0.0120483579144
1, 910, 0.0101111111111, 0.850549450549, 0.812087912088, 5.15217391304, 2.76100628931, 0.0217391304348, 1.8570526913361523, 8, 77, 33.03035396660853, 57.481386521440676, 0.0205055101705
1, 904, 0.0100444444444, 0.907079646018, 0.813053097345, 7.64705882353, 2.78846153846, 0.015873015873, 2.139351744058767, 11, 20, 29.40696278141005, 38.402317963974916, 0.0111187401714
0, 1026, 0.0114, 0.941520467836, 0.853801169591, 7.23913043478, 3.2, 0.0151515151515, 2.0649460136367894, 13, 46, 34.56068917579765, 62.85540748001012, 0.0134792743488
1, 976, 0.0108444444444, 0.803278688525, 0.821721311475, 5.26086956522, 2.75824175824, 0.0169491525424, 1.7427727185534665, 10, 133, 30.563399583081313, 45.848697154630266, 0.0190180285369
1, 1598, 0.0177555555556, 0.83604505632, 0.926157697121, 4.70909090909, 5.0, 0.0125, 2.112875505810608, 22, 146, 31.218350915103688, 52.57519240698843, 0.0386341734905
1, 1580, 0.0175555555556, 0.954430379747, 0.920253164557, 8.16216216216, 5.26940639269, 0.0149253731343, 2.5483456338730925, 26, 32, 35.15261208850192, 59.83769617081695, 0.0239653010033
0, 894, 0.00993333333333, 0.92841163311, 0.834451901566, 6.02272727273, 3.20863309353, 0.0192307692308, 2.047982896613292, 12, 59, 34.99644268694519, 44.56935816428522, 0.0174994088038
0, 912, 0.0101333333333, 0.93201754386, 0.833333333333, 8.08823529412, 3.06666666667, 0.0175438596491, 2.267622028864955, 10, 56, 33.13645900810484, 44.63774963044141, 0.0136074496688
1, 1674, 0.0186, 0.904420549582, 0.907407407407, 5.41964285714, 5.2094017094, 0.0135135135135, 2.515671914732404, 24, 76, 30.559505186618665, 46.108126355847986, 0.0399293131399
1, 664, 0.00737777777778, 0.942771084337, 0.771084337349, 6.52, 2.49411764706, 0.0217391304348, 1.8320625254502239, 6, 30, 38.874189785203306, 61.48422652511341, 0.0131022823331
0, 734, 0.00815555555556, 0.948228882834, 0.822888283379, 6.8275862069, 2.66666666667, 0.0222222222222, 1.9174483797492003, 8, 33, 34.106864305196275, 45.305740645962665, 0.01260730854
1, 1276, 0.0141777777778, 0.84012539185, 0.894200626959, 5.28767123288, 3.48962655602, 0.0161290322581, 2.0870125104404984, 13, 148, 28.993257308169795, 35.14499774271756, 0.0257758100773
0, 818, 0.00908888888889, 0.960880195599, 0.794621026895, 8.1, 2.75590551181, 0.0131578947368, 2.0344461615565796, 8, 29, 31.252103429023553, 40.052293977287114, 0.0127580997146
1, 938, 0.0104222222222, 0.835820895522, 0.851812366738, 5.90243902439, 2.9011627907, 0.0181818181818, 1.911086937439551, 9, 122, 30.137959410184234, 35.7835268881997, 0.018735387551
1, 906, 0.0100666666667, 0.880794701987, 0.82229580574, 9.22222222222, 2.92763157895, 0.0147058823529, 2.228699960465044, 11, 21, 33.738738404889666, 59.0781691735301, 0.0127929180878
